"site","site_name","island","flow_age_my","island_age_my","npp","foliar_N","foliar_P","tree","date_collected","class","order","family","species_code","genus","species","trophic","origin","stage","individual_biomass_g"
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Hymenoptera","Bethylidae","sierspuD","Sierola","sp_D","predator","native-endemic","adult",0.0725
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Hymenoptera","Eucoilidae","eucospu1","Eucoilidae_g","sp_1","predator","native-endemic","adult",0.0725
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Diptera","Sciaridae","sciaprom","Sciara","prominens","detritivore","native-endemic","adult",0.0153
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Diptera","Ceratopogonidae","dasyhawa","Dasyhelea","hawaiiensis","detritivore","native-endemic","adult",0.0153
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Lepidoptera","LEPIDO","lepiagsu","Lep_g","moth spp","transient","undetermined","adult",0.7458
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.091
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Coleoptera","Anobiidae","mirospu1","Mirosternus","sp_1","detritivore","native-endemic","adult",0.85
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu27","Proterhinus","sp_27","detritivore","native-endemic","adult",0.282
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu23","Proterhinus","sp_23","detritivore","native-endemic","adult",0.169
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu26","Proterhinus","sp_26","detritivore","native-endemic","adult",0.53
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu29","Proterhinus","sp_29","detritivore","native-endemic","adult",0.236
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Coleoptera","Ciidae","cisporc","Cis","porcatus","detritivore","native-endemic","adult",0.1238
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Hymenoptera","Encyrtidae","plaghosp","Plagiomeris","hospes","predator","non-native","adult",0.0139
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Hymenoptera","Mymaridae","polypyro","Polynema","pyrophila","predator","native-endemic","adult",0.0139
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Hymenoptera","Bethylidae","sierspuB","Sierola","sp_B","predator","native-endemic","adult",0.0725
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Hymenoptera","Bethylidae","sierspuB","Sierola","sp_B","predator","native-endemic","adult",0.0139
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Hymenoptera","Bethylidae","sierspuB","Sierola","sp_B","predator","native-endemic","adult",0.0725
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Hymenoptera","Pteromalidae","toxeaffi","Toxeuma","affinis","predator","native-endemic","adult",0.0725
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Heteroptera","Lygaeidae","oceaska1","Oceanides","sp_KA1","herbivore","native-endemic","adult",0.6562
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Heteroptera","Lygaeidae","oceaska1","Oceanides","sp_KA1","herbivore","native-endemic","immature",0.1568
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","adult",0.0396
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","adult",0.0396
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","adult",0.0396
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","adult",0.0396
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","adult",0.0396
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","adult",0.0396
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","immature",0.0056
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","immature",0.0056
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Homoptera","Delphacidae","leiakaua","Leialoha","kauaiensis","herbivore","native-endemic","immature",0.1399
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Coleoptera","Nitidulidae","nesoflor","Nesopeplus","floricola","detritivore","native-endemic","adult",0.2918
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Coleoptera","Nitidulidae","nesoflor","Nesopeplus","floricola","detritivore","native-endemic","adult",0.2918
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Arachnida","Araneae","Tetragnathidae","tetrmaka","Tetragnatha","maka","predator","native-endemic","immature",0.1971
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Arachnida","Araneae","Tetragnathidae","tetrmaka","Tetragnatha","maka","predator","native-endemic","immature",0.0433
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Arachnida","Araneae","Tetragnathidae","tetrkaua","Tetragnatha","kauaiensis","predator","native-endemic","immature",0.1971
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Lepidoptera","Geometridae","scotjsu7","Scotorythra","larval sp_7","herbivore","native-endemic","immature",0.1941
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Coleoptera","Ciidae","cissign","Cis","signatus","detritivore","native-endemic","adult",0.173
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Coleoptera","Ciidae","cisporc","Cis","porcatus","detritivore","native-endemic","adult",0.1238
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu23","Proterhinus","sp_23","detritivore","native-endemic","adult",0.169
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu27","Proterhinus","sp_27","detritivore","native-endemic","adult",0.282
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu27","Proterhinus","sp_27","detritivore","native-endemic","adult",0.282
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Arachnida","Araneae","Philodromidae","pagiatom","Pagiopalus","atomarius","predator","native-endemic","immature",0.0433
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Arachnida","Araneae","Tetragnathidae","tetrkaua","Tetragnatha","kauaiensis","predator","native-endemic","immature",0.1971
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Arachnida","Araneae","Tetragnathidae","tetrmaka","Tetragnatha","maka","predator","native-endemic","immature",0.1971
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Arachnida","Araneae","Araneidae","aranemma","Araneus","emmae","predator","native-endemic","immature",0.8256
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Coleoptera","Nitidulidae","nesoflor","Nesopeplus","floricola","detritivore","native-endemic","adult",0.2918
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Coleoptera","Nitidulidae","nesoflor","Nesopeplus","floricola","detritivore","native-endemic","adult",0.2918
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","immature",0.0056
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","immature",0.0056
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Hymenoptera","Bethylidae","sierspuB","Sierola","sp_B","predator","native-endemic","adult",0.0725
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Hymenoptera","Bethylidae","sierspuD","Sierola","sp_D","predator","native-endemic","adult",0.0725
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Homoptera","Cixiidae","oliahale","Oliarus","halemanu","transient","native-endemic","adult",2.1024
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","detritivore","native-endemic","adult",0.091
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Diptera","Sciaridae","sciaprom","Sciara","prominens","detritivore","native-endemic","adult",0.091
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu19","Proterhinus","sp_19","detritivore","native-endemic","adult",0.274
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu23","Proterhinus","sp_23","detritivore","native-endemic","adult",0.169
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu23","Proterhinus","sp_23","detritivore","native-endemic","adult",0.169
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Coleoptera","Nitidulidae","nesoflor","Nesopeplus","floricola","detritivore","native-endemic","adult",0.2918
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Coleoptera","Nitidulidae","nesoflor","Nesopeplus","floricola","detritivore","native-endemic","adult",0.2918
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Coleoptera","Nitidulidae","nesoflor","Nesopeplus","floricola","detritivore","native-endemic","adult",0.2918
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Arachnida","Araneae","Tetragnathidae","tetrkaua","Tetragnatha","kauaiensis","predator","native-endemic","immature",0.1971
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Arachnida","Araneae","Tetragnathidae","tetrmaka","Tetragnatha","maka","predator","native-endemic","immature",0.1971
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Heteroptera","Nabidae","nabimora","Nabis","morai","predator","native-endemic","adult",1.5501
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Diptera","Sciaridae","sciaprom","Sciara","prominens","detritivore","native-endemic","adult",0.091
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Diptera","Drosophilidae","scapneok","Scaptomyza","neokauaiensis","predator","native-endemic","adult",0.091
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Arachnida","Araneae","Tetragnathidae","tetrkaua","Tetragnatha","kauaiensis","predator","native-endemic","immature",1.0444
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Arachnida","Araneae","Araneidae","aranemma","Araneus","emmae","predator","native-endemic","immature",0.8256
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Arachnida","Araneae","Tetragnathidae","tetrkaua","Tetragnatha","kauaiensis","predator","native-endemic","adult",2.7703
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Arachnida","Araneae","Theridiidae","thernspa","Theridion","n_sp_1","predator","native-endemic","immature",0.2523
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Arachnida","Araneae","Tetragnathidae","tetrmaka","Tetragnatha","maka","predator","native-endemic","immature",1.0444
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Arachnida","Araneae","Tetragnathidae","tetrmaka","Tetragnatha","maka","predator","native-endemic","immature",0.1971
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Arachnida","Araneae","Tetragnathidae","tetrmaka","Tetragnatha","maka","predator","native-endemic","immature",0.1971
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Arachnida","Araneae","Tetragnathidae","tetrmaka","Tetragnatha","maka","predator","native-endemic","immature",0.1971
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Arachnida","Araneae","Tetragnathidae","tetrmaka","Tetragnatha","maka","predator","native-endemic","immature",0.1971
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Coleoptera","Curculionidae","deinnesi","Deinocossonus","nesiotes","detritivore","native-endemic","adult",0.54
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu23","Proterhinus","sp_23","detritivore","native-endemic","adult",0.169
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu23","Proterhinus","sp_23","detritivore","native-endemic","adult",0.169
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu27","Proterhinus","sp_27","detritivore","native-endemic","adult",0.282
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Hymenoptera","Pteromalidae","toxeaffi","Toxeuma","affinis","predator","native-endemic","adult",0.0725
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Heteroptera","Nabidae","nabimora","Nabis","morai","predator","native-endemic","adult",1.5501
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Heteroptera","Nabidae","nabimora","Nabis","morai","predator","native-endemic","immature",0.1509
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Heteroptera","Miridae","opunshar","Opuna","sharpianus luteus","herbivore","native-endemic","adult",0.1594
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Homoptera","Cicadellidae","nesoska2","Nesophrosyne","sp_KA2","herbivore","native-endemic","adult",0.2124
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Coleoptera","Nitidulidae","nesoflor","Nesopeplus","floricola","detritivore","native-endemic","adult",0.2918
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Coleoptera","Nitidulidae","nesoflor","Nesopeplus","floricola","detritivore","native-endemic","adult",0.2918
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,3,"10/29/97","Insecta","Lepidoptera","Geometridae","scotjsu1","Scotorythra","larval sp_1","herbivore","native-endemic","immature",0.1941
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Orthoptera","Gryllidae","trigproc","Trigonidium","procrustum","detritivore","native-endemic","adult",5.1504
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Cucujidae","crypdesj","Cryptamorpha","desjardinsi","predator","non-native","adult",0.533
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Anobiidae","mirospu2","Mirosternus","sp_2","detritivore","native-endemic","adult",0.85
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Staphylinidae","oligspu2","Oligota","sp_2","predator","native-endemic","adult",0.0708
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Ciidae","cisporc","Cis","porcatus","detritivore","native-endemic","adult",0.1238
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Ciidae","cissign","Cis","signatus","detritivore","native-endemic","adult",0.173
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Ciidae","cisporc","Cis","porcatus","detritivore","native-endemic","adult",0.1238
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu23","Proterhinus","sp_23","detritivore","native-endemic","adult",0.169
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu23","Proterhinus","sp_23","detritivore","native-endemic","adult",0.169
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu27","Proterhinus","sp_27","detritivore","native-endemic","adult",0.282
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu23","Proterhinus","sp_23","detritivore","native-endemic","adult",0.169
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu27","Proterhinus","sp_27","detritivore","native-endemic","adult",0.282
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu23","Proterhinus","sp_23","detritivore","native-endemic","adult",0.169
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu23","Proterhinus","sp_23","detritivore","native-endemic","adult",0.169
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu23","Proterhinus","sp_23","detritivore","native-endemic","adult",0.169
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu23","Proterhinus","sp_23","detritivore","native-endemic","adult",0.169
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu23","Proterhinus","sp_23","detritivore","native-endemic","adult",0.169
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu23","Proterhinus","sp_23","detritivore","native-endemic","adult",0.169
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu25","Proterhinus","sp_25","detritivore","native-endemic","adult",0.28
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu27","Proterhinus","sp_27","detritivore","native-endemic","adult",0.282
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu27","Proterhinus","sp_27","detritivore","native-endemic","adult",0.282
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu27","Proterhinus","sp_27","detritivore","native-endemic","adult",0.282
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu23","Proterhinus","sp_23","detritivore","native-endemic","adult",0.169
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu23","Proterhinus","sp_23","detritivore","native-endemic","adult",0.169
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu27","Proterhinus","sp_27","detritivore","native-endemic","adult",0.282
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu23","Proterhinus","sp_23","detritivore","native-endemic","adult",0.169
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu23","Proterhinus","sp_23","detritivore","native-endemic","adult",0.169
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu23","Proterhinus","sp_23","detritivore","native-endemic","adult",0.169
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu27","Proterhinus","sp_27","detritivore","native-endemic","adult",0.282
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Coleoptera","Aglycyderidae","protsu23","Proterhinus","sp_23","detritivore","native-endemic","adult",0.169
"KA","Alakai"," Kauai",4.1,5.1,1.43,0.86,0.061,4,"10/29/97","Insecta","Heteroptera","Nabidae","nabishar","Nabis","sharpianus","predator","native-endemic","adult",1.5501
